N (rows),time (us),instructions,cycles,GFLOP/s
4000,43992100,673633189100,166993656747,2.9096133169364498
4000,44010990,673758834468,167017087498,2.9083644789630956
4000,43975100,673527393352,166958145909,2.9107381222555495
4000,44009150,673376447423,167007519989,2.908486076190974
4000,43965630,673640934982,166956246904,2.911365082224456
