N (rows),time (us),instructions,cycles,GFLOP/s
4000,4243289,44400844609,16515037484,30.16527981007186
4000,4235936,44438707863,16530286511,30.217642570614856
4000,4248836,44346727835,16512518749,30.125898010655156
4000,4247307,44416903581,16539701618,30.13674311746243
4000,4239628,44431182934,16520027634,30.191328107088644
